URL;time_namelookup;time_appconnect;time_starttransfer;speed_download
https://bu.univ-lyon3.fr;0.0143652;0.0760431;0.17956879999999997;0.0
https://www.bl.uk;0.019156;0.14515669999999997;0.2161276;72939.2
ug.edu.gh;0.015882999999999998;0.0;0.2927017;491.7
